age,sex,race,diff_custody,diff_jail,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree,compas_score
26,Male,African-American,10,0,4,0,0,0,F,1
24,Male,African-American,0,0,3,2,1,0,M,1
54,Male,African-American,2,1,4,0,0,0,F,0
48,Female,African-American,1798,54,18,0,0,3,F,1
36,Female,African-American,44,33,13,0,0,0,F,1
21,Male,African-American,1,0,1,0,0,0,F,1
26,Male,Caucasian,1,1,10,0,0,0,F,1
26,Male,Caucasian,9,0,10,0,0,3,M,1
45,Male,Caucasian,1,0,0,0,0,0,F,0
47,Male,Caucasian,1,0,1,0,0,0,M,1
41,Male,African-American,6,5,14,2,0,1,M,1
50,Male,Caucasian,56,55,1,0,0,0,F,0
57,Male,Caucasian,12,12,3,0,0,0,M,0
31,Male,African-American,2,1,2,0,0,0,F,0
21,Male,African-American,120,1,0,0,0,0,F,1
28,Female,African-American,1,0,1,1,0,0,M,0
29,Male,Caucasian,78,1,9,1,0,1,F,1
28,Male,African-American,1,0,2,0,0,0,F,0
25,Female,Caucasian,1,0,1,0,0,0,M,0
22,Male,African-American,9,1,0,0,0,0,F,0
21,Female,African-American,1,0,0,0,0,0,F,1
48,Male,Caucasian,68,68,0,0,0,0,F,1
25,Male,African-American,11,169,4,0,0,1,F,1
37,Male,African-American,1,1,7,0,0,0,F,1
31,Male,Caucasian,1,0,5,0,0,0,F,1
24,Male,African-American,1,1,0,0,0,0,M,0
30,Male,African-American,5,93,15,0,0,0,F,1
47,Male,Caucasian,5,4,5,0,0,0,M,0
66,Male,Caucasian,57,56,2,0,0,0,M,0
51,Male,African-American,489,449,21,0,0,0,F,1
64,Male,Caucasian,2,290,8,0,0,0,F,1
28,Female,Caucasian,0,0,3,0,0,0,F,1
35,Male,African-American,1,1,1,0,0,0,M,0
39,Female,African-American,46,19,3,0,0,0,F,0
24,Male,African-American,2,2,0,0,0,0,F,1
27,Male,Caucasian,46,19,4,0,0,0,F,1
36,Male,Caucasian,7,0,0,0,0,0,F,0
21,Male,African-American,1,0,0,0,0,1,F,0
27,Male,African-American,26,34,7,0,0,0,F,1
28,Male,African-American,0,0,18,0,1,0,F,1
39,Male,Caucasian,1,35,16,0,0,0,F,1
19,Male,African-American,57,0,0,0,0,0,F,0
46,Male,Caucasian,46,19,1,0,0,0,F,0
40,Male,African-American,1,1,2,0,0,0,F,0
30,Male,Caucasian,3,2,5,0,0,0,F,1
28,Male,Caucasian,21,0,0,0,0,0,F,0
27,Male,Caucasian,2,1,0,0,0,0,M,0
33,Male,African-American,6,7,8,2,0,0,F,1
25,Male,African-American,18,18,7,0,0,0,F,1
25,Male,African-American,27,26,3,0,0,0,F,1
33,Male,Caucasian,1,56,4,0,0,0,F,1
24,Female,African-American,1,0,0,0,0,0,F,0
44,Male,Caucasian,39,4,0,0,0,0,F,1
44,Male,African-American,1,0,0,0,0,0,F,0
23,Female,African-American,1,0,0,0,0,0,M,1
31,Female,Caucasian,126,1,2,0,0,1,F,1
27,Male,African-American,0,0,0,0,0,1,F,0
26,Female,Caucasian,107,0,1,0,0,0,F,1
57,Male,African-American,359,12,16,0,0,0,M,1
55,Male,Caucasian,1,0,0,0,0,0,F,0
36,Female,Caucasian,62,7,7,0,0,0,F,1
30,Male,African-American,1,1,18,0,0,0,M,1
34,Male,African-American,33,33,0,0,0,0,F,1
24,Male,African-American,9,0,1,0,0,0,F,0
42,Male,African-American,1,0,7,0,0,0,F,0
34,Female,Caucasian,3,3,12,0,0,0,F,1
40,Male,Caucasian,7,0,6,0,0,0,F,0
30,Male,African-American,6,5,4,0,0,0,F,0
31,Male,Caucasian,1,0,3,0,0,0,M,0
33,Male,Caucasian,46,19,2,0,0,0,F,0
27,Male,Caucasian,31,31,1,0,0,0,M,0
37,Male,African-American,81,80,3,0,0,0,M,0
25,Male,African-American,0,0,1,0,0,0,F,0
45,Male,Caucasian,8,7,2,0,0,0,F,0
31,Male,Caucasian,1,0,1,0,0,0,F,1
23,Male,African-American,4,3,0,0,0,0,F,1
21,Male,African-American,2,2,0,0,0,0,F,0
28,Male,African-American,5,5,6,0,0,0,M,1
35,Male,African-American,1,0,0,0,0,0,F,0
29,Male,African-American,2,1,4,0,1,1,F,0
23,Male,African-American,38,1,2,0,0,0,F,0
28,Male,African-American,240,0,7,0,0,0,F,1
34,Female,Caucasian,8,2,0,0,0,0,M,1
32,Female,Caucasian,5,4,5,0,0,0,F,0
52,Male,Caucasian,54,31,2,0,0,0,M,0
25,Male,African-American,4,1,2,0,0,0,F,0
34,Male,Caucasian,1,1,15,0,1,0,F,1
47,Male,African-American,1,0,4,0,0,0,F,0
50,Male,African-American,328,19,9,0,0,0,F,1
30,Female,African-American,1,1,4,0,0,0,F,1
22,Male,Caucasian,1,0,0,0,0,0,M,0
53,Male,Caucasian,46,19,1,0,0,0,M,0
47,Female,African-American,1567,0,7,0,0,0,F,1
37,Male,Caucasian,17,241,3,0,0,0,F,1
37,Male,African-American,1,1,8,0,0,0,M,1
26,Male,African-American,3,2,7,0,0,0,F,1
31,Female,Caucasian,4,3,0,0,0,0,M,0
20,Male,Caucasian,0,0,0,0,0,3,F,0
22,Male,African-American,19,50,0,0,0,0,F,1
33,Male,African-American,115,1,14,0,0,1,F,1
30,Male,African-American,1,0,1,0,0,0,M,0
27,Male,Caucasian,6,6,5,0,0,0,F,1
24,Male,African-American,2,2,2,0,0,0,M,1
29,Male,African-American,1,1,0,0,0,0,M,0
24,Male,Caucasian,2,2,0,0,0,0,F,0
44,Male,African-American,20,20,29,0,0,0,F,1
46,Female,Caucasian,31,31,1,0,0,0,M,0
36,Female,African-American,1,1,1,0,0,0,F,0
23,Male,African-American,193,0,0,0,0,0,M,0
21,Male,African-American,177,0,1,0,0,1,F,1
29,Male,African-American,32,1,6,0,0,0,F,1
29,Male,African-American,1,0,4,0,0,0,M,1
26,Female,African-American,4,6,0,0,0,0,M,1
50,Female,Caucasian,5,7,7,0,0,0,M,0
32,Male,African-American,99,98,1,0,0,0,F,0
30,Male,African-American,84,83,1,0,0,0,F,0
25,Male,African-American,1,0,0,0,0,0,F,1
44,Female,Caucasian,6,5,10,0,0,0,F,1
58,Male,African-American,87,1,0,0,0,0,F,0
24,Male,African-American,2,0,5,0,0,0,F,1
20,Male,African-American,1,1,1,0,1,0,F,1
29,Male,Caucasian,6,0,0,0,0,0,M,0
21,Male,Caucasian,1,0,1,0,0,0,F,1
38,Male,African-American,19,0,22,1,2,2,M,1
46,Female,Caucasian,1,29,1,0,0,0,F,0
29,Male,African-American,15,15,17,0,1,0,F,1
30,Male,African-American,71,1,0,0,0,0,F,0
55,Male,African-American,0,2,8,0,0,0,F,0
25,Male,African-American,157,82,10,0,0,0,F,1
47,Male,Caucasian,49,27,2,0,0,0,M,0
30,Male,African-American,475,474,13,0,0,0,F,1
24,Male,African-American,0,1,4,0,0,3,F,1
48,Male,Caucasian,1,3,2,0,0,0,F,0
45,Male,Caucasian,14,1,0,0,0,0,F,1
26,Male,African-American,2,2,2,0,0,0,M,1
42,Female,Caucasian,1,0,0,0,0,0,M,0
34,Male,African-American,2,2,1,0,0,0,M,0
21,Male,African-American,2,0,0,0,0,0,M,0
69,Female,Caucasian,0,0,2,0,0,0,M,0
24,Male,Caucasian,1,5,5,0,0,1,F,1
45,Male,African-American,1,0,1,0,0,0,M,0
28,Male,African-American,77,76,3,0,0,0,M,1
25,Male,African-American,1,0,8,0,3,1,M,1
52,Male,African-American,19,10,2,0,0,0,M,0
30,Male,Caucasian,1,0,0,0,0,0,F,0
32,Male,Caucasian,37,36,5,0,1,0,F,1
47,Male,Caucasian,56,89,11,0,0,0,F,0
38,Male,African-American,10,10,2,0,0,0,M,0
32,Male,African-American,94,27,2,0,0,0,F,1
23,Male,African-American,17,0,4,0,2,2,F,1
59,Male,African-American,434,0,9,0,0,0,F,1
24,Male,Caucasian,9,37,5,0,0,0,F,1
22,Female,African-American,1,1,0,0,0,0,F,1
35,Male,African-American,1,0,6,0,0,0,F,0
24,Male,African-American,58,0,0,0,0,0,F,1
35,Male,African-American,97,64,1,0,0,0,M,1
25,Male,African-American,1,0,2,0,0,0,F,1
58,Male,Caucasian,0,0,3,0,0,0,M,0
27,Male,African-American,1,2,7,0,0,0,F,0
24,Male,African-American,12,45,6,0,0,1,F,1
33,Male,Caucasian,0,0,2,0,0,0,M,0
44,Male,Caucasian,1,1,4,0,0,0,F,0
30,Male,African-American,2,2,3,0,0,0,F,1
28,Male,Caucasian,1,0,0,0,0,0,F,0
34,Male,African-American,1,1,1,0,0,0,F,0
26,Male,African-American,8,4,1,0,0,0,F,1
23,Male,African-American,2,2,0,0,0,0,F,0
29,Male,Caucasian,32,49,11,0,0,1,F,1
31,Male,African-American,1,0,0,0,0,0,M,0
30,Male,African-American,64,64,14,0,0,0,F,1
21,Male,Caucasian,0,77,2,0,0,0,F,0
44,Male,African-American,1,1,0,0,0,0,F,0
52,Male,African-American,1,1,0,0,0,0,F,0
30,Male,African-American,0,0,6,0,0,0,F,1
31,Male,African-American,1,0,9,0,0,0,F,1
21,Female,African-American,12,12,2,0,1,0,F,1
77,Male,Caucasian,3,3,1,0,0,0,M,0
61,Male,Caucasian,119,118,4,0,0,0,F,1
41,Female,African-American,1,0,0,0,0,0,M,0
24,Female,Caucasian,1,1,0,0,0,0,M,1
34,Female,African-American,1,1,5,0,0,0,F,0
34,Male,Caucasian,8,8,3,0,0,0,F,0
25,Male,African-American,9,0,6,0,0,2,M,1
30,Male,African-American,1,0,1,0,0,0,F,0
55,Male,Caucasian,38,1,1,0,0,0,F,0
22,Female,African-American,31,30,1,0,1,0,M,1
32,Male,Caucasian,1,4,0,0,0,0,F,1
53,Male,African-American,2,2,5,0,0,0,M,0
50,Male,Caucasian,1,0,1,0,0,0,M,0
36,Male,African-American,1,0,7,0,0,0,F,1
35,Male,African-American,423,191,16,0,0,0,F,1
25,Female,Caucasian,2,1,0,0,0,0,M,0
31,Female,Caucasian,117,117,2,0,0,0,M,1
26,Female,African-American,15,1,1,0,0,0,F,1
25,Male,Caucasian,1,0,0,0,0,0,M,0
32,Male,African-American,0,0,0,0,0,0,M,0
40,Male,Caucasian,1,0,5,0,0,0,F,0
35,Male,African-American,1,0,0,0,0,0,F,0
27,Male,African-American,4,3,2,0,0,0,F,0
33,Male,African-American,3,2,12,0,0,0,F,1
30,Male,Caucasian,0,0,2,0,0,0,F,0
30,Male,African-American,12,3,0,0,0,0,F,0
41,Male,African-American,1,220,19,0,0,0,F,1
21,Female,Caucasian,65,65,1,0,0,0,M,1
29,Female,Caucasian,0,0,0,0,0,0,F,1
32,Male,Caucasian,46,19,1,0,0,0,M,0
25,Male,Caucasian,0,0,0,0,0,0,F,1
50,Male,Caucasian,3,2,0,0,0,0,F,0
35,Male,Caucasian,9,169,4,0,0,0,F,0
37,Male,African-American,0,1,17,1,0,0,F,1
43,Male,African-American,0,25,4,0,0,0,F,0
29,Male,Caucasian,39,39,12,0,0,0,M,1
61,Female,Caucasian,1,1,0,0,0,0,F,0
22,Female,African-American,1,2,4,0,0,0,F,1
27,Male,Caucasian,1,0,2,0,0,0,F,0
31,Male,African-American,46,19,0,0,0,0,M,1
44,Male,African-American,108,19,12,0,0,0,F,1
34,Female,African-American,16,15,1,0,0,0,M,0
34,Female,Caucasian,26,25,1,0,0,0,F,1
20,Female,African-American,6,1,0,0,0,1,M,1
30,Male,African-American,1,0,0,0,0,0,M,0
43,Female,African-American,1,1,0,0,0,0,M,0
51,Male,Caucasian,1,1,4,0,0,0,F,0
42,Male,African-American,30,1,7,1,0,0,F,1
44,Male,Caucasian,955,19,4,0,0,0,F,0
24,Female,Caucasian,0,0,0,0,0,0,M,1
36,Male,Caucasian,13,13,12,0,0,0,F,0
39,Male,Caucasian,9,2,0,0,0,0,F,0
32,Male,African-American,1,1,2,0,0,0,M,1
30,Male,African-American,1,1,1,0,0,0,F,0
38,Male,African-American,0,0,0,0,0,0,M,0
27,Female,African-American,13,3,8,0,0,0,F,1
24,Male,Caucasian,46,19,2,0,0,0,M,0
30,Female,Caucasian,4,2,0,0,0,0,F,1
43,Female,Caucasian,1,1,0,0,0,0,M,0
30,Male,African-American,1,0,8,6,0,0,M,1
22,Male,African-American,178,178,2,0,0,0,F,1
26,Female,Caucasian,2,0,1,0,0,0,M,0
37,Male,Caucasian,4,38,3,0,0,0,F,0
25,Male,Caucasian,1,0,5,0,0,0,F,1
65,Male,Caucasian,23,0,1,0,0,0,F,0
29,Male,Caucasian,1,0,1,0,0,0,F,0
32,Male,Caucasian,27,120,3,0,0,0,F,1
21,Male,African-American,1646,243,8,0,2,6,F,1
21,Male,Caucasian,1,1,1,0,0,0,F,0
47,Male,Caucasian,81,66,13,0,0,0,M,0
36,Female,African-American,0,0,4,0,0,0,F,0
25,Female,African-American,12,12,6,0,0,0,F,1
32,Male,Caucasian,26,1,4,0,0,0,M,0
43,Male,Caucasian,1,1,1,0,0,0,F,0
27,Male,African-American,132,131,2,0,0,0,F,1
26,Male,African-American,26,26,8,0,0,0,M,0
21,Male,African-American,22,22,1,0,0,0,F,0
40,Male,African-American,32,31,23,2,0,0,M,1
38,Male,Caucasian,1,1,3,0,0,0,M,0
41,Male,African-American,58,58,7,0,0,0,F,1
25,Male,Caucasian,73,43,7,0,0,0,F,1
21,Male,Caucasian,11,11,1,0,0,0,F,0
74,Female,Caucasian,0,0,0,0,0,0,M,0
41,Male,Caucasian,1,0,5,0,0,0,M,0
57,Male,African-American,320,320,11,0,0,0,F,1
30,Male,African-American,2,1,1,0,1,0,M,0
33,Female,Caucasian,2,1,3,0,0,0,F,1
24,Male,Caucasian,0,0,2,0,0,0,M,0
29,Female,Caucasian,0,0,0,0,0,0,M,1
42,Female,Caucasian,2,1,0,0,0,0,F,0
30,Female,Caucasian,0,0,1,0,0,1,F,0
33,Male,African-American,45,45,0,0,0,0,F,1
21,Male,African-American,14,7,2,0,0,1,F,1
41,Female,Caucasian,1,0,9,0,0,0,M,0
28,Female,African-American,2,2,5,0,0,0,M,1
52,Female,African-American,0,0,3,0,0,0,F,0
25,Male,African-American,22,90,0,0,0,0,F,0
27,Female,African-American,1,1,0,0,0,0,M,0
35,Male,Caucasian,1,0,0,0,0,0,F,0
40,Male,African-American,1,0,2,0,0,0,M,0
24,Male,African-American,69,24,2,0,0,2,M,1
24,Male,African-American,133,0,10,5,1,0,F,1
54,Male,African-American,2683,19,13,0,0,0,F,1
50,Male,Caucasian,9,9,1,0,0,0,F,0
21,Male,African-American,38,0,1,0,0,0,F,1
24,Male,African-American,7,0,2,0,0,2,F,1
33,Male,African-American,35,57,11,0,2,3,F,1
29,Male,African-American,1,1,3,0,0,0,M,0
25,Female,Caucasian,1,0,0,0,0,0,M,0
38,Male,African-American,32,0,0,0,0,0,F,0
46,Male,Caucasian,11,10,1,0,0,0,F,0
33,Male,African-American,102,14,9,0,0,2,M,1
39,Female,African-American,8,0,3,0,0,0,F,1
23,Male,African-American,1,0,1,0,0,0,F,1
23,Female,African-American,3,0,3,0,0,0,M,1
35,Male,African-American,19,11,4,0,0,0,F,0
49,Male,Caucasian,3,2,12,0,0,0,F,0
27,Male,Caucasian,2,2,0,0,0,0,M,1
22,Male,African-American,1,0,2,0,1,3,F,1
29,Female,African-American,3,1,0,0,0,0,F,0
31,Male,African-American,2,1,0,0,0,0,M,1
65,Female,Caucasian,1,0,0,0,0,0,F,0
24,Male,Caucasian,0,7,6,0,0,2,F,1
46,Male,African-American,1,1,0,0,0,0,M,0
20,Male,African-American,0,0,0,0,0,0,F,0
29,Male,African-American,33,33,16,0,0,0,F,1
29,Male,African-American,1,2,7,0,0,0,F,0
56,Female,Caucasian,1,0,3,0,0,0,F,0
21,Male,African-American,1,1,0,0,0,0,F,0
40,Male,African-American,75,4,0,0,0,0,F,1
22,Male,African-American,0,54,2,0,0,0,M,1
39,Male,Caucasian,1,1,0,0,0,0,M,0
22,Male,African-American,77,0,1,0,1,0,F,1
36,Male,Caucasian,0,0,1,0,0,0,F,0
30,Male,African-American,2,1,0,0,0,0,F,0
56,Male,Caucasian,23,23,17,0,0,0,F,0
36,Male,African-American,2,1,0,0,0,0,M,1
38,Male,African-American,46,19,5,0,0,0,M,1
32,Male,African-American,2,2,0,0,0,0,F,0
34,Female,African-American,26,25,5,0,0,0,F,1
52,Male,Caucasian,1,0,0,0,0,0,M,0
20,Male,Caucasian,4,13,1,0,1,1,F,1
38,Male,African-American,6,5,5,0,0,0,M,0
46,Male,Caucasian,0,0,0,0,0,0,M,0
27,Male,African-American,9,9,0,0,0,0,F,0
20,Male,African-American,17,16,2,0,0,0,F,0
51,Female,African-American,46,19,1,0,0,0,M,0
29,Female,Caucasian,6,1,1,0,0,0,F,0
35,Female,African-American,1,2,7,0,0,0,F,0
37,Male,Caucasian,1,1,1,0,0,0,M,0
63,Male,Caucasian,1,0,0,0,0,0,F,0
27,Male,African-American,46,19,2,0,0,0,F,1
27,Male,African-American,1,0,1,0,0,0,F,0
27,Male,African-American,7,3,0,0,0,0,F,1
24,Male,African-American,276,0,2,0,0,0,M,1
32,Male,African-American,1,0,13,0,1,0,M,1
25,Male,Caucasian,33,33,4,0,0,0,F,1
24,Male,African-American,1,0,10,2,1,0,M,1
27,Male,African-American,65,1,0,0,0,0,M,0
48,Female,African-American,10,9,0,0,0,0,M,1
26,Female,African-American,1,0,1,0,0,0,M,0
23,Male,Caucasian,69,19,1,0,0,2,F,1
22,Male,Caucasian,0,0,3,0,1,1,M,0
51,Female,African-American,60,60,4,0,0,0,F,0
41,Male,African-American,6,3,0,0,0,0,F,0
21,Male,African-American,1,0,0,0,0,0,F,1
32,Male,African-American,46,19,1,0,0,0,M,1
39,Female,African-American,15,2,3,0,0,0,M,1
46,Male,Caucasian,1,0,0,0,0,0,M,0
22,Male,African-American,1,1,1,0,0,0,M,1
36,Male,African-American,1,47,2,0,0,0,F,0
32,Male,Caucasian,1,0,0,0,0,0,M,0
38,Male,African-American,1,1,17,0,0,0,M,0
22,Male,African-American,40,5,1,0,0,0,F,1
69,Male,Caucasian,2,2,0,0,0,0,M,0
26,Male,African-American,1,0,2,0,0,0,F,0
27,Female,African-American,1,16,1,0,0,0,M,1
30,Female,Caucasian,8,7,1,0,0,0,M,1
22,Male,African-American,1,1,2,0,0,0,F,1
43,Female,Caucasian,1,0,0,0,0,0,F,0
22,Male,Caucasian,9,0,2,0,0,0,M,0
55,Female,Caucasian,1,0,0,0,0,0,M,0
20,Male,African-American,2,2,1,0,0,2,F,0
22,Male,African-American,2036,1,1,0,0,0,M,1
29,Male,African-American,187,186,15,0,4,1,F,1
33,Male,Caucasian,1,49,9,0,0,0,F,1
55,Male,Caucasian,18,0,7,0,0,0,F,1
22,Male,African-American,7,1,1,0,0,0,F,1
55,Male,African-American,9,9,1,0,0,0,F,0
43,Female,Caucasian,7,1,0,0,0,0,F,0
21,Male,African-American,28,6,0,0,0,3,F,1
38,Male,African-American,52,52,6,1,0,0,F,0
23,Male,African-American,1,0,0,0,0,0,F,0
28,Female,Caucasian,1,0,1,0,0,0,M,1
39,Male,African-American,14,13,1,0,0,0,F,0
79,Male,Caucasian,1,1,1,0,0,0,M,0
48,Male,Caucasian,1,0,1,0,0,0,F,0
31,Male,African-American,7,0,5,1,0,0,M,1
30,Male,Caucasian,13,0,4,0,1,0,M,1
32,Male,African-American,73,0,5,0,0,0,F,0
56,Male,Caucasian,4,3,1,0,0,0,M,0
28,Female,African-American,4,19,0,0,0,0,M,1
43,Male,African-American,2,2,2,0,0,0,M,0
27,Male,African-American,142,35,21,0,0,0,F,1
41,Male,African-American,16,3,0,0,0,0,M,1
43,Male,African-American,2,1,3,0,0,0,M,0
33,Female,African-American,1,1,1,0,0,0,F,0
22,Male,African-American,9,9,0,0,0,0,F,0
34,Male,African-American,1,1,3,0,0,0,F,0
36,Male,Caucasian,0,0,0,0,0,0,M,0
69,Male,Caucasian,1,0,0,0,0,0,F,1
32,Male,Caucasian,5,0,5,0,0,0,F,1
22,Male,African-American,38,0,1,0,0,0,F,1
46,Male,Caucasian,79,78,0,0,0,0,F,1
34,Male,Caucasian,1,1,1,0,0,0,M,1
39,Male,African-American,1,0,0,0,0,0,M,0
25,Male,African-American,37,1,6,0,0,1,M,1
63,Male,African-American,2,1,9,0,0,0,F,1
24,Male,Caucasian,1,0,8,0,0,0,F,0
29,Male,Caucasian,18,1,2,0,0,0,M,1
20,Male,African-American,0,0,3,0,3,0,F,1
40,Female,Caucasian,3,2,0,0,0,0,M,1
30,Male,African-American,207,0,7,0,0,0,F,1
36,Male,Caucasian,7,6,10,0,0,0,M,1
50,Male,Caucasian,1,5,5,0,0,0,F,1
37,Male,African-American,18,75,4,0,0,0,M,1
34,Male,African-American,13,0,1,0,0,0,F,1
31,Female,African-American,2,1,1,0,0,0,M,0
23,Male,Caucasian,70,70,10,0,0,1,F,1
37,Male,Caucasian,1,4,2,0,0,0,F,0
54,Male,African-American,84,0,22,0,0,0,F,1
26,Male,Caucasian,1,0,2,0,0,0,F,1
34,Male,African-American,1,11,12,0,0,0,F,1
59,Male,Caucasian,1,0,2,0,0,0,M,0
45,Male,Caucasian,46,19,2,0,0,0,F,0
37,Male,Caucasian,28,12,2,0,0,0,M,0
45,Male,Caucasian,1,5,1,0,0,0,F,0
22,Male,African-American,16,36,1,0,0,0,F,1
24,Male,African-American,53,35,3,0,0,1,F,1
25,Male,African-American,339,36,5,0,0,0,F,1
24,Male,African-American,71,1,6,0,0,0,F,1
52,Female,African-American,46,19,3,0,0,0,M,0
20,Male,African-American,1,1,1,0,0,0,M,0
32,Male,African-American,46,19,6,0,0,0,F,1
32,Female,Caucasian,28,0,2,0,0,0,F,0
39,Male,Caucasian,20,20,8,0,0,0,F,1
49,Male,African-American,34,0,3,0,0,0,F,1
20,Male,African-American,1,0,1,1,0,0,F,0
31,Male,Caucasian,21,0,11,0,0,0,F,1
58,Male,Caucasian,2,185,7,0,0,0,F,1
26,Male,African-American,1,1,11,0,1,1,F,1
20,Male,African-American,3,2,1,1,0,0,F,1
39,Male,Caucasian,1,0,1,0,0,0,F,0
51,Male,Caucasian,2,1,1,0,0,0,M,0
30,Male,African-American,1,18,2,0,0,0,M,0
26,Male,Caucasian,70,50,9,1,0,0,F,1
26,Male,African-American,33,33,2,0,0,0,F,1
35,Male,African-American,168,134,13,1,0,0,F,1
51,Female,Caucasian,146,146,7,0,0,0,F,1
26,Female,Caucasian,1,0,0,0,0,0,F,1
26,Male,African-American,0,2,5,0,0,0,F,0
20,Male,Caucasian,1,1,0,0,0,2,F,0
28,Male,African-American,162,15,0,0,0,0,F,0
23,Male,African-American,1,0,1,0,1,2,M,0
21,Female,African-American,1,0,0,0,0,0,M,1
30,Male,Caucasian,2,1,0,0,0,0,F,0
21,Male,Caucasian,1,0,2,0,2,7,F,1
20,Male,Caucasian,40,40,1,1,0,0,F,1
24,Male,Caucasian,19,18,5,0,0,0,F,1
35,Male,African-American,2,2,22,0,0,0,F,1
50,Male,Caucasian,385,9,2,0,0,0,F,0
25,Male,African-American,33,1,5,0,0,0,M,1
48,Female,Caucasian,46,19,1,0,0,0,F,1
31,Male,African-American,21,40,12,1,1,1,M,1
26,Male,African-American,58,1,0,0,0,0,F,1
22,Male,African-American,1,1,0,0,0,0,F,0
29,Male,African-American,0,0,0,0,0,0,F,0
52,Male,Caucasian,1,0,1,0,0,0,F,0
21,Male,African-American,8,0,0,0,0,0,F,1
21,Male,Caucasian,0,0,1,0,0,0,F,1
20,Female,Caucasian,8,2,0,0,0,0,F,1
30,Male,Caucasian,1,1,1,0,0,0,F,0
33,Female,African-American,3,4,3,0,0,0,M,0
24,Male,African-American,93,93,3,0,0,0,F,1
30,Female,African-American,6,6,11,0,0,0,F,1
30,Female,Caucasian,1,0,0,0,0,0,M,0
47,Male,African-American,18,0,13,0,0,0,F,0
41,Male,African-American,2,2,9,0,1,0,M,1
48,Male,Caucasian,5,5,6,0,0,0,F,0
52,Male,African-American,407,33,2,0,0,0,F,1
34,Female,African-American,1,1,1,0,0,0,M,0
35,Male,Caucasian,5,1,0,0,0,0,F,0
24,Male,African-American,7,0,1,0,0,1,F,0
48,Female,Caucasian,366,19,17,0,0,0,F,1
43,Male,African-American,21,21,3,0,0,0,F,1
25,Male,African-American,0,0,1,0,0,0,M,0
34,Male,African-American,78,26,20,0,1,0,F,1
25,Male,African-American,1,0,2,0,0,0,F,0
56,Male,Caucasian,1,0,6,0,0,0,F,0
23,Male,African-American,0,0,0,0,0,0,F,0
21,Male,Caucasian,1,1,0,0,0,0,M,0
66,Male,Caucasian,2,1,0,0,0,0,M,0
28,Male,African-American,52,0,7,0,0,0,M,1
29,Male,Caucasian,0,0,0,0,0,0,M,0
22,Male,Caucasian,10,2,3,0,0,0,F,1
39,Male,Caucasian,1,1,0,0,0,0,F,0
33,Male,African-American,0,1,9,0,0,1,M,1
29,Male,Caucasian,1,0,2,0,0,0,F,0
31,Male,Caucasian,1,1,1,0,0,0,F,0
22,Male,African-American,54,53,0,0,0,0,M,1
22,Female,Caucasian,1,0,0,0,0,0,M,1
35,Male,Caucasian,1,1,3,0,0,2,F,0
29,Male,Caucasian,22,1,3,0,0,0,F,0
37,Female,African-American,46,19,0,0,0,0,F,1
30,Female,African-American,46,19,0,0,0,0,F,0
56,Male,Caucasian,1,0,1,0,0,0,F,0
34,Female,African-American,1,0,0,0,0,0,F,0
23,Male,African-American,4,3,1,0,0,0,F,0
27,Male,African-American,1,0,1,1,0,0,F,1
43,Male,Caucasian,1,0,2,0,0,0,F,0
38,Male,Caucasian,1,0,0,0,0,0,F,0
39,Male,Caucasian,1,0,3,0,0,0,F,0
24,Male,African-American,1,0,1,0,0,1,F,0
26,Male,African-American,0,0,2,0,0,0,M,0
55,Female,Caucasian,2,1,0,0,0,0,M,0
35,Male,African-American,1,0,1,0,0,0,F,1
61,Male,African-American,1,1,25,0,0,0,F,1
40,Male,Caucasian,13,1,4,0,0,0,F,1
33,Male,African-American,0,0,3,0,0,0,F,0
26,Male,Caucasian,1,1,0,0,0,0,F,1
32,Male,Caucasian,91,90,15,0,1,0,F,1
28,Male,African-American,1,0,0,0,0,0,F,0
45,Male,Caucasian,1,1,0,0,0,0,M,0
30,Male,Caucasian,179,37,0,0,0,0,F,1
57,Female,Caucasian,258,257,4,0,0,0,F,0
26,Male,African-American,242,47,3,0,0,0,F,1
35,Male,African-American,1,0,1,0,0,0,F,1
29,Female,African-American,3,2,0,0,0,0,F,1
40,Female,Caucasian,1,1,0,0,0,0,M,0
28,Male,Caucasian,231,1,1,0,0,0,F,0
25,Female,African-American,1,0,0,0,0,1,M,0
44,Male,African-American,153,2,3,0,0,0,M,1
48,Male,Caucasian,0,0,1,0,0,0,M,0
59,Female,Caucasian,60,60,1,0,0,0,F,0
23,Male,Caucasian,0,0,4,0,0,1,F,0
29,Male,African-American,8,72,0,0,0,0,F,0
56,Male,Caucasian,0,0,0,0,0,0,M,0
27,Female,African-American,1,1,0,0,0,0,M,0
29,Female,Caucasian,1,0,0,0,0,0,M,1
34,Female,Caucasian,1,0,4,0,0,0,M,0
22,Female,African-American,0,0,0,0,0,0,F,1
40,Male,Caucasian,1,0,5,0,0,0,F,0
31,Male,Caucasian,3,2,0,0,0,0,F,0
47,Male,African-American,2,1,3,0,0,0,F,0
24,Male,African-American,318,49,8,0,0,0,F,1
20,Female,Caucasian,37,36,1,0,0,0,F,0
39,Male,African-American,119,118,4,0,0,0,F,1
29,Male,African-American,1,0,10,0,0,0,F,1
26,Female,African-American,7,0,4,0,0,0,F,1
61,Male,African-American,1,0,2,0,0,0,M,1
24,Male,Caucasian,49,49,2,0,0,0,F,1
30,Male,African-American,1,1,0,0,0,0,M,1
20,Male,African-American,1,0,0,0,0,1,M,1
