sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,v_decile_score,decile_score_again
Male,44,African-American,0,0,1,16,-1.0,1.0,F,0,O,0,8,7
Male,38,Caucasian,0,0,0,0,53.0,6.0,F,1,M,0,3,3
Male,33,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,24,Caucasian,0,0,0,1,-1.0,1.0,F,1,F,0,4,6
Male,23,African-American,0,0,0,0,0.0,0.0,M,0,O,0,6,4
Female,64,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,36,Caucasian,0,0,0,1,0.0,0.0,M,0,O,0,1,2
Male,32,African-American,0,1,2,11,805.0,180.0,F,1,M,0,4,5
Male,59,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Female,39,African-American,0,0,0,0,0.0,1.0,F,1,F,0,2,5
Male,30,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,3,2
Female,22,African-American,0,0,0,1,-3.0,4.0,M,0,O,0,4,4
Male,20,African-American,0,0,0,2,0.0,0.0,F,1,M,0,7,6
Male,21,African-American,0,0,0,0,-1.0,1.0,F,1,F,0,7,4
Male,24,Caucasian,0,0,0,0,0.0,0.0,F,0,O,0,5,4
Male,55,African-American,0,0,0,10,0.0,0.0,F,0,O,0,3,8
Male,50,Caucasian,0,0,0,2,-32.0,32.0,F,0,O,0,1,1
Male,30,African-American,0,0,0,3,-1.0,1.0,M,0,O,0,7,7
Male,51,African-American,0,0,0,12,21.0,154.0,F,1,M,0,8,8
Male,21,African-American,0,2,0,2,111.0,173.0,M,1,M,1,8,9
Male,21,African-American,1,0,2,1,-1.0,1.0,F,1,F,0,10,10
Male,24,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,4,5
Male,31,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,6,10
Male,22,African-American,0,0,0,2,-1.0,1.0,F,0,O,0,5,3
Male,23,African-American,0,0,0,2,-1.0,1.0,M,1,M,0,7,7
Male,32,African-American,0,0,0,4,-1.0,1.0,F,1,M,0,2,4
Male,28,African-American,0,0,0,11,-1.0,1.0,F,1,F,1,5,6
Male,50,Caucasian,1,0,0,16,-68.0,68.0,F,1,M,0,7,10
Male,24,African-American,0,0,1,0,-1.0,1.0,F,0,O,0,4,2
Female,19,African-American,0,0,0,1,-1.0,1.0,F,1,M,0,5,4
Male,29,African-American,0,0,0,3,0.0,1.0,F,1,F,1,3,4
Male,41,African-American,0,0,0,6,-1.0,1.0,F,1,M,0,2,6
Male,28,African-American,0,0,0,4,-1.0,1.0,M,1,M,1,4,3
Male,21,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,7,6
Male,29,Caucasian,0,0,0,6,-1.0,1.0,F,1,M,0,2,4
Male,49,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,2,5
Male,21,African-American,0,0,1,0,0.0,63.0,O,-1,O,0,10,10
Male,59,African-American,0,0,0,39,-336.0,336.0,F,0,O,0,1,7
Male,36,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,2,5
Male,28,Caucasian,0,0,0,7,331.0,626.0,M,0,O,0,10,10
Male,34,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,2
Male,42,Caucasian,0,0,0,0,0.0,1.0,M,0,O,0,1,1
Male,45,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,22,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,6,7
Male,38,African-American,0,0,0,4,-1.0,1.0,M,0,O,0,2,2
Male,22,African-American,0,0,1,3,-1.0,1.0,F,1,M,0,7,6
Male,46,Caucasian,0,0,0,0,-1.0,1.0,M,1,M,0,2,2
Male,54,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,63,Caucasian,0,0,0,1,0.0,12.0,F,0,O,0,1,1
Male,38,African-American,0,0,0,0,-1.0,1.0,F,1,M,0,3,3
Male,36,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,6
Male,31,African-American,0,0,0,11,0.0,0.0,F,0,O,0,9,8
Female,27,African-American,0,1,0,10,-58.0,118.0,M,1,M,0,5,7
Male,22,Caucasian,0,0,0,6,-1.0,1.0,F,1,M,0,7,9
Male,29,African-American,0,0,0,11,-1.0,1.0,M,0,O,0,5,10
Male,23,African-American,0,0,0,6,40.0,245.0,F,1,M,0,5,4
Male,39,African-American,0,0,0,2,-1.0,1.0,M,0,O,0,1,2
Male,47,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,2
Male,26,African-American,0,0,0,7,-1.0,1.0,F,1,M,0,8,10
Female,21,African-American,0,0,0,0,-4.0,4.0,F,1,M,0,6,5
Male,55,African-American,0,0,0,12,-40.0,40.0,F,0,O,0,6,8
Male,63,African-American,0,0,0,2,-1.0,1.0,M,0,O,0,1,1
Male,27,African-American,0,0,0,2,-1.0,1.0,F,1,M,0,2,2
Male,55,Caucasian,0,0,0,27,-1.0,1.0,M,0,O,0,1,5
Male,60,Caucasian,0,0,0,3,-60.0,60.0,F,0,O,0,1,1
Male,57,Caucasian,0,0,0,21,-33.0,33.0,M,1,M,0,1,1
Male,30,African-American,0,0,0,2,0.0,0.0,F,1,F,0,3,4
Male,26,African-American,0,1,0,3,0.0,369.0,M,0,O,0,7,6
Male,26,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,0,3,5
Male,37,Caucasian,0,0,0,1,-9.0,9.0,M,0,O,0,1,2
Male,25,African-American,0,0,0,4,-170.0,170.0,M,0,O,0,8,5
Male,34,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,2,1
Male,60,African-American,0,0,0,7,-1.0,1.0,F,0,O,0,4,8
Male,25,African-American,1,1,0,2,-1.0,1.0,F,1,F,0,6,7
Female,26,Caucasian,0,0,0,1,0.0,580.0,M,0,O,0,2,4
Male,46,Caucasian,0,0,0,2,-55.0,55.0,F,0,O,0,2,5
Male,32,African-American,0,0,1,8,-1.0,1.0,F,0,O,0,4,9
Female,25,African-American,0,0,0,5,-1.0,1.0,F,1,M,0,5,9
Male,30,African-American,0,0,0,14,-1.0,1.0,M,0,O,0,3,7
Female,20,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,7,5
Male,35,African-American,0,0,0,4,96.0,543.0,F,1,F,1,7,8
Female,33,African-American,0,0,0,2,-1.0,1.0,F,1,M,0,2,3
Male,18,African-American,4,0,0,3,-414.0,372.0,F,0,O,0,10,9
Male,26,African-American,0,0,0,2,-1.0,1.0,F,1,M,1,6,5
Male,49,Caucasian,0,0,0,10,302.0,1.0,F,1,F,0,4,5
Male,53,Caucasian,0,0,0,3,0.0,0.0,F,0,O,0,1,1
Male,29,African-American,0,0,0,2,-1.0,1.0,M,0,O,0,2,4
Male,39,Caucasian,0,0,0,3,-230.0,230.0,F,0,O,0,2,9
Male,28,Caucasian,0,0,0,6,0.0,0.0,M,1,M,0,3,4
Male,53,African-American,0,0,0,20,-3.0,3.0,F,0,O,0,5,5
Male,44,Caucasian,0,0,0,5,-1.0,1.0,F,0,O,0,1,2
Male,29,African-American,0,1,0,3,-119.0,119.0,F,1,F,1,5,10
Male,27,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,3,2
Male,22,African-American,0,0,0,2,-1.0,1.0,F,0,O,0,7,10
Male,39,Caucasian,0,0,0,4,-29.0,29.0,M,0,O,0,1,2
Male,48,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,2
Male,25,Caucasian,0,0,0,1,0.0,0.0,M,1,M,1,4,4
Male,67,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,29,African-American,0,0,1,2,0.0,0.0,M,1,F,0,3,5
Female,53,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,1,2
Male,43,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,23,Caucasian,0,0,0,1,-40.0,41.0,F,0,O,0,5,5
Male,49,African-American,0,0,0,0,-4.0,4.0,F,0,O,0,1,1
Female,56,Caucasian,0,0,0,8,-35.0,35.0,F,0,O,0,1,5
Female,44,Caucasian,0,0,0,0,-1.0,1.0,M,1,M,0,1,1
Male,28,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,3,3
Male,26,African-American,1,0,0,10,-1.0,1.0,F,1,M,0,8,8
Male,51,Caucasian,0,0,0,2,-64.0,64.0,F,1,M,0,1,1
Male,46,African-American,0,0,0,0,-1.0,1.0,M,1,M,0,1,1
Male,30,Caucasian,0,0,0,1,-1.0,1.0,F,1,F,0,2,3
Female,48,African-American,0,0,0,0,-1.0,1.0,F,1,M,1,1,6
Male,45,Caucasian,0,0,0,6,0.0,0.0,F,0,O,0,1,6
Female,33,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,2
Male,24,African-American,0,0,0,1,0.0,0.0,M,0,O,0,3,2
Male,77,African-American,0,0,0,1,-1.0,3608.0,M,1,F,1,1,1
Male,21,African-American,0,2,2,2,-1.0,1.0,F,1,F,0,7,10
Male,46,Caucasian,0,0,0,11,-122.0,118.0,F,1,F,0,2,6
Male,54,African-American,0,0,0,4,-1.0,1.0,F,1,F,0,1,3
Male,54,Caucasian,0,0,0,3,-1.0,1.0,F,0,O,0,1,2
Male,26,African-American,0,0,0,15,-1.0,1.0,F,0,O,0,6,9
Male,23,African-American,0,1,1,8,0.0,0.0,F,1,F,0,6,9
Male,21,Caucasian,0,0,0,2,-75.0,75.0,F,0,O,0,8,9
Female,38,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,3
Male,39,Caucasian,0,0,0,2,0.0,0.0,F,0,O,0,2,2
Male,20,African-American,0,0,1,1,-1.0,0.0,F,0,O,0,7,10
Male,29,African-American,0,0,0,1,-1.0,1.0,M,1,M,0,2,1
Male,30,African-American,1,0,0,9,-1.0,1.0,M,1,M,0,4,4
Male,29,African-American,0,0,0,2,-5.0,5.0,F,0,O,0,6,7
Male,41,African-American,0,0,0,6,-1.0,1.0,F,1,M,0,4,3
Male,32,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,8,10
Male,48,African-American,0,0,0,12,-24.0,333.0,M,0,O,0,3,6
Male,25,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,4,4
Male,39,Caucasian,0,0,0,2,-120.0,120.0,F,0,O,0,3,6
Male,52,African-American,0,0,0,0,-1.0,1.0,M,1,M,1,4,6
Male,30,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,2,3
Male,47,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,31,African-American,0,1,0,3,0.0,1.0,F,1,F,0,2,1
Male,30,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,2,3
Male,22,Caucasian,0,0,3,1,-1.0,1.0,F,1,F,0,5,5
Male,44,African-American,0,0,0,3,-13.0,13.0,M,0,O,0,4,5
Male,56,African-American,0,0,0,4,-50.0,50.0,M,1,F,1,1,3
Female,46,Caucasian,0,0,0,0,0.0,1.0,M,0,O,0,1,1
Female,52,Caucasian,0,0,0,23,-62.0,62.0,F,1,F,0,4,7
Male,27,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,3,5
Male,29,African-American,0,0,0,7,-1.0,1.0,F,1,M,0,5,4
Female,26,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,2,2
Female,22,African-American,0,0,0,0,-2.0,2.0,F,0,O,0,5,7
Male,39,African-American,0,0,0,8,-1.0,1.0,F,0,O,0,2,4
Male,35,African-American,0,0,0,9,-1.0,1.0,F,0,O,0,3,6
Male,26,African-American,0,0,0,1,0.0,0.0,M,0,O,0,2,1
Male,27,African-American,0,0,0,1,0.0,1.0,F,1,M,0,3,2
Male,27,African-American,0,0,0,5,-28.0,28.0,F,1,M,1,5,10
Male,42,African-American,0,0,0,24,0.0,0.0,F,0,O,0,9,9
Female,34,Caucasian,0,0,0,10,22.0,77.0,F,1,M,1,5,9
Male,29,African-American,3,0,1,5,-1.0,0.0,F,0,O,0,5,7
Male,31,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,8,9
Male,53,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,1,1
Male,47,African-American,0,0,0,21,-124.0,124.0,F,1,F,0,4,9
Male,27,African-American,0,0,0,2,104.0,334.0,M,0,O,0,2,2
Male,24,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,3,2
Female,32,African-American,0,0,0,0,0.0,1.0,M,1,F,1,1,1
Male,25,African-American,0,0,1,5,-1.0,1.0,F,1,M,0,9,9
Male,22,Caucasian,0,0,1,2,-1.0,1.0,M,1,M,0,6,5
Male,43,Caucasian,0,0,0,4,-55.0,55.0,M,0,O,0,1,2
Male,52,African-American,0,0,0,7,-1.0,1.0,F,1,M,1,3,9
Male,21,African-American,0,0,0,2,0.0,0.0,F,1,M,1,10,10
Male,28,African-American,0,1,0,11,-1.0,1.0,F,1,M,0,8,9
Male,21,African-American,0,0,0,1,34.0,153.0,F,1,F,1,9,9
Female,47,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,50,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,23,Caucasian,0,1,0,4,-1.0,1.0,M,1,F,0,4,4
Male,20,Caucasian,0,0,0,0,0.0,1.0,F,0,O,0,7,4
Male,31,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,2,1
Male,34,Caucasian,0,0,0,1,-1.0,1.0,M,0,O,0,5,5
Male,32,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,3,4
Female,50,Caucasian,0,0,0,0,-3.0,4.0,M,1,M,1,1,3
Male,27,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,3,5
Female,26,African-American,0,1,0,4,-1.0,1.0,F,0,O,0,3,3
Male,27,African-American,1,0,0,4,-1.0,1.0,F,1,F,1,3,5
Male,29,Caucasian,0,0,0,0,0.0,0.0,F,1,M,0,3,3
Male,21,African-American,0,0,0,2,-1.0,2.0,F,0,O,0,6,5
Male,30,Caucasian,0,0,0,11,-214.0,214.0,M,1,M,0,6,10
Male,70,African-American,0,0,0,0,-4.0,4.0,F,0,O,0,1,1
Male,24,Caucasian,0,0,1,4,0.0,1.0,F,0,O,0,6,6
Male,57,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,2,1
Male,58,African-American,0,0,0,0,-1.0,2.0,M,0,O,0,1,1
Male,32,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,6,8
Male,27,African-American,2,0,0,14,0.0,0.0,F,1,F,0,10,10
Male,28,African-American,0,0,0,5,0.0,0.0,F,1,M,0,2,5
Male,24,African-American,0,5,1,15,-1.0,1.0,F,1,F,1,9,10
Male,47,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,45,African-American,0,0,0,1,121.0,128.0,F,1,F,0,1,1
Female,53,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,4
Male,50,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Female,30,African-American,0,0,0,15,-4.0,5.0,F,1,M,0,7,9
Female,43,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,43,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,0,1,1
Male,24,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,0,3,2
Female,29,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,3,8
Male,20,Caucasian,0,0,0,2,-2.0,2.0,F,0,O,0,7,6
Male,34,African-American,0,0,0,10,-1.0,1.0,F,0,O,0,5,7
Male,33,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,6,7
Male,26,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,3,2
Male,31,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,23,African-American,0,0,3,1,-24.0,24.0,F,1,M,0,4,3
Male,39,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,50,African-American,0,0,0,4,-1.0,1.0,F,1,M,0,1,1
Male,46,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,2,3
Female,22,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,5,6
Female,25,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,3,2
Male,32,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,6,6
Male,20,Caucasian,0,0,0,0,0.0,0.0,F,0,O,0,5,3
Female,21,African-American,0,1,0,2,-1.0,1.0,F,0,O,0,6,9
Male,28,Caucasian,0,0,0,1,-5.0,5.0,F,0,O,0,2,3
Male,20,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,6,4
Male,54,African-American,0,0,0,12,0.0,0.0,M,1,M,1,2,5
Male,22,African-American,0,0,0,11,-1.0,1.0,F,0,O,0,6,8
Female,27,African-American,0,0,0,2,-1.0,1.0,F,1,M,1,4,6
Male,45,Caucasian,0,0,0,5,-4.0,4.0,F,1,M,0,3,5
Male,34,African-American,3,1,0,13,-1.0,1.0,F,1,M,0,2,7
Female,55,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,24,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,3,2
Male,20,African-American,0,0,1,0,0.0,0.0,F,1,F,1,9,10
Female,24,African-American,3,0,0,7,-13.0,13.0,F,0,O,0,9,10
Male,46,African-American,1,0,0,10,-1.0,1.0,F,0,O,0,2,7
Male,36,Caucasian,0,0,0,1,0.0,0.0,M,0,O,0,1,1
Male,37,African-American,0,0,0,5,0.0,1.0,M,1,M,0,3,5
Male,39,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Female,34,Caucasian,0,0,0,1,-21.0,21.0,M,0,O,0,2,1
Female,41,African-American,0,0,0,2,-26.0,27.0,F,1,F,0,5,6
Male,21,African-American,0,0,0,1,-1.0,1.0,F,1,M,0,6,6
Male,38,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,22,African-American,0,0,0,3,-1.0,1.0,F,1,M,0,4,3
Male,24,African-American,0,0,0,0,0.0,0.0,F,0,O,0,6,8
Male,42,Caucasian,0,0,0,8,-1.0,1.0,F,0,O,0,4,4
Male,25,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,5,6
Female,23,African-American,0,0,0,0,-1.0,1.0,M,1,M,0,5,4
Female,40,African-American,0,0,0,1,-73.0,73.0,F,0,O,0,1,1
Male,19,African-American,3,0,0,2,-43.0,43.0,F,1,F,0,9,9
Female,33,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,2
Male,20,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,7,4
Male,57,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,2,1
Male,51,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Female,44,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,0,1,1
Male,20,African-American,0,0,0,0,-1.0,1.0,M,1,M,1,7,4
Male,27,African-American,0,0,1,1,-95.0,1227.0,F,0,O,0,7,10
Male,34,Caucasian,0,0,0,3,-1.0,1.0,M,0,O,0,1,4
Male,53,Caucasian,0,0,0,0,-1.0,2.0,M,0,O,0,1,1
Female,34,Caucasian,0,0,0,7,0.0,0.0,M,0,O,0,5,6
Male,57,African-American,0,0,0,8,-131.0,131.0,F,0,O,0,3,4
Male,27,African-American,0,0,0,5,-1.0,1.0,M,0,O,0,4,5
Male,29,African-American,0,0,0,0,0.0,0.0,F,0,O,0,1,2
Male,20,Caucasian,0,0,0,0,-1.0,1.0,M,1,M,1,9,10
Male,20,African-American,0,0,0,0,-3.0,4.0,F,0,O,0,8,6
Male,28,Caucasian,0,0,0,1,-1.0,1.0,F,1,M,0,3,4
Male,29,African-American,0,0,0,9,0.0,1.0,F,1,M,1,4,7
Male,21,African-American,0,0,0,0,-1.0,1.0,F,1,M,0,10,9
Male,45,African-American,0,0,0,4,114.0,154.0,M,1,M,0,1,3
Female,24,African-American,0,0,0,2,-1.0,1.0,F,1,M,0,4,6
Male,60,African-American,0,0,0,15,-38.0,38.0,F,1,F,0,1,4
Male,43,African-American,1,0,0,8,34.0,45.0,F,1,M,0,5,4
Male,44,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,6,5
Female,24,African-American,0,0,0,0,0.0,1.0,F,0,O,0,4,5
Male,23,African-American,0,1,0,3,-1.0,1.0,F,1,M,0,7,5
Male,27,Caucasian,0,0,0,0,0.0,0.0,F,0,O,0,3,4
Male,24,Caucasian,0,0,0,0,-2.0,2.0,F,0,O,0,4,4
Male,31,African-American,0,1,0,6,27.0,291.0,M,1,F,1,8,6
Female,21,Caucasian,1,0,0,1,-525.0,525.0,F,0,O,0,6,5
Male,22,African-American,0,0,0,0,-5.0,6.0,F,1,M,0,6,4
Female,46,African-American,0,0,0,4,-56.0,56.0,F,0,O,0,3,6
Male,53,African-American,0,0,0,3,-241.0,2757.0,M,0,O,0,3,9
Male,54,Caucasian,0,0,0,0,0.0,1.0,F,0,O,0,1,1
Female,26,Caucasian,0,0,0,2,-2.0,2.0,F,0,O,0,2,4
Female,37,Caucasian,0,0,0,5,-36.0,37.0,F,1,M,0,1,2
Female,35,African-American,0,0,0,7,-1.0,1.0,F,1,M,1,2,6
Male,20,African-American,0,0,0,0,0.0,1.0,F,0,O,0,6,4
Female,53,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,5
Male,26,African-American,0,0,0,9,-1.0,1.0,M,1,M,1,4,4
Male,48,African-American,0,0,0,7,-1.0,1.0,M,1,M,0,2,4
Male,19,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,7,4
Male,63,African-American,0,0,0,22,272.0,150.0,M,1,F,0,5,9
Female,56,African-American,0,0,0,2,-1.0,1.0,M,1,M,0,1,1
Male,25,African-American,0,0,0,6,0.0,0.0,F,1,F,1,4,7
Female,49,Caucasian,0,0,0,0,0.0,1.0,F,0,O,0,1,1
Male,34,Caucasian,0,0,0,0,-1.0,1.0,M,1,M,0,1,2
Male,21,African-American,0,0,0,0,-1.0,1.0,M,1,M,0,9,6
Male,23,Caucasian,0,0,0,0,-3.0,3.0,F,1,F,0,5,6
Male,57,Caucasian,0,0,0,0,-2.0,2.0,F,0,O,0,1,1
Male,29,Caucasian,0,1,0,8,-91.0,91.0,F,1,M,0,3,5
Male,48,African-American,0,0,0,10,-1.0,1.0,F,0,O,0,4,9
Male,25,Caucasian,0,0,0,5,-1.0,1.0,F,1,M,1,5,10
Female,42,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,4,5
Female,33,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,2,2
Male,51,African-American,0,0,0,1,0.0,0.0,F,0,O,0,1,5
Male,26,African-American,0,0,0,7,0.0,868.0,F,0,O,0,7,7
Male,34,African-American,0,1,0,9,0.0,1389.0,F,0,O,0,7,8
Male,53,African-American,0,0,0,13,-1.0,1.0,M,0,O,0,3,5
Female,43,African-American,0,0,0,6,0.0,1.0,F,0,O,0,3,7
Female,25,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,4,7
Male,34,African-American,0,0,0,0,-3.0,3.0,F,0,O,0,2,1
Female,27,Caucasian,0,0,0,2,0.0,1.0,F,1,M,0,2,5
Male,40,African-American,0,1,0,10,-52.0,52.0,F,0,O,0,4,6
Male,51,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,26,Caucasian,0,0,0,1,-1.0,1.0,M,0,O,0,3,4
Male,47,African-American,0,0,0,5,-1.0,1.0,F,0,O,0,1,6
Male,27,Caucasian,0,1,2,5,-1.0,1.0,M,0,O,0,3,7
Male,22,Caucasian,0,0,1,0,-1.0,1.0,F,0,O,0,5,4
Female,36,Caucasian,0,0,0,0,0.0,0.0,F,0,O,0,1,2
Male,57,Caucasian,0,0,0,1,0.0,0.0,M,0,O,0,1,4
Male,41,Caucasian,0,0,0,4,-3.0,3.0,F,1,M,0,1,3
Male,37,African-American,0,0,0,2,0.0,514.0,M,0,O,0,2,2
Male,36,Caucasian,0,0,0,2,-40.0,40.0,F,0,O,0,2,2
Male,21,African-American,0,0,0,2,-34.0,34.0,F,0,O,0,6,4
Male,25,African-American,0,3,1,6,-1.0,1.0,M,0,O,0,7,6
Male,24,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,3,2
Male,24,African-American,0,0,1,7,-97.0,97.0,M,1,M,0,9,8
Male,52,Caucasian,0,0,0,0,-3.0,3.0,F,0,O,0,1,1
Male,33,Caucasian,0,0,0,0,-2.0,2.0,M,0,O,0,1,1
Male,46,Caucasian,0,0,0,5,0.0,65.0,F,0,O,0,6,5
Male,21,African-American,0,0,0,2,-1.0,1.0,F,0,O,0,5,4
Female,44,Caucasian,0,0,0,3,0.0,1.0,F,1,F,0,1,2
Male,46,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,0,1,2
Female,28,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,2,2
Female,28,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,2,2
Female,55,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,28,African-American,1,0,0,5,-1.0,1.0,F,1,F,1,5,5
Male,66,African-American,0,0,0,5,-1.0,1.0,F,1,M,0,1,2
Male,20,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,6,3
Male,27,African-American,0,0,0,2,-1.0,1.0,F,0,O,0,3,3
Male,25,African-American,0,0,0,3,-1.0,1.0,F,1,F,0,4,3
Male,53,Caucasian,0,0,0,0,0.0,1.0,F,0,O,0,1,1
Male,20,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,10,10
Female,52,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,42,Caucasian,0,0,0,5,-1.0,1.0,F,0,O,0,3,8
Male,31,Caucasian,0,0,0,8,-31.0,31.0,M,0,O,0,2,9
Male,47,African-American,0,0,0,15,-1.0,0.0,F,0,O,0,3,6
Female,39,African-American,0,0,0,1,7.0,121.0,F,0,O,0,5,5
Female,41,African-American,0,0,0,7,0.0,0.0,F,1,F,0,2,4
Male,26,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,3,2
Male,25,African-American,0,0,0,2,-27.0,27.0,M,1,M,0,4,5
Female,31,African-American,0,0,0,1,0.0,0.0,F,0,O,0,3,6
Male,24,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,4,9
Male,35,African-American,0,0,0,5,0.0,1472.0,F,0,O,0,2,2
Female,50,African-American,0,0,0,0,0.0,1.0,F,0,O,0,1,1
Male,24,African-American,0,0,0,2,-1.0,1.0,F,0,O,0,4,4
Male,22,African-American,0,0,0,2,0.0,1.0,F,1,M,0,10,9
Male,25,African-American,0,0,0,7,0.0,1.0,F,1,M,0,9,9
Male,50,Caucasian,0,0,0,9,0.0,203.0,F,0,O,0,1,2
Male,50,Caucasian,0,0,0,18,171.0,577.0,M,1,F,0,3,6
Female,27,Caucasian,0,0,0,2,0.0,430.0,M,0,O,0,4,2
Female,20,Caucasian,0,0,0,0,-1.0,1.0,M,1,M,0,6,6
Male,56,Caucasian,0,0,0,5,-1.0,1.0,M,1,M,1,3,7
Male,19,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,8,8
Male,25,African-American,0,0,0,5,-1.0,1.0,F,1,M,0,7,8
Female,48,African-American,0,0,0,1,-1.0,9485.0,F,0,O,0,1,1
Male,21,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,10,9
Male,31,Caucasian,0,0,0,2,0.0,1.0,M,1,M,0,2,1
Male,35,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,2,2
Male,29,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,10,10
Male,34,African-American,0,0,0,2,-1.0,1.0,F,1,M,0,2,3
