age,workclass,fnlwgt,education,marital-status,occupation,race,sex,capitalgain,capitalloss,hoursperweek,native-country,target
3,2,158924,0,1,1,0,0,0,0,2,0,1
3,2,270437,1,2,1,0,0,0,0,2,0,0
1,2,266505,1,1,5,0,1,2,0,2,0,0
1,2,37070,1,0,8,0,1,0,0,2,28,0
1,3,56419,10,0,3,2,0,0,0,0,27,0
3,2,389270,9,2,0,0,0,0,0,2,0,0
4,2,205266,1,1,0,0,1,0,0,2,0,0
3,3,104575,9,2,9,0,0,0,0,2,0,0
2,1,99220,5,1,8,0,1,0,0,2,0,0
3,2,178313,1,1,5,0,1,0,0,3,0,0
2,4,103614,0,1,3,0,1,0,0,2,0,1
3,2,114882,9,1,6,0,1,0,0,2,0,0
1,2,186977,1,1,6,0,1,0,0,2,13,0
0,2,208893,5,0,5,0,1,0,0,0,0,0
4,5,84231,3,1,5,0,1,0,3,3,0,1
0,2,129240,5,0,5,0,0,0,0,1,0,0
4,2,113061,1,1,10,0,1,0,0,2,0,0
2,2,243409,0,1,10,0,1,0,0,2,0,0
2,2,77975,1,1,10,0,1,0,0,2,0,0
2,2,165599,1,1,5,0,1,2,0,2,0,0
1,2,85374,1,0,4,0,1,0,0,2,0,0
1,1,45604,0,1,7,0,1,0,0,4,0,0
2,2,109501,11,4,2,0,0,0,0,2,0,0
0,2,75759,5,0,0,0,1,1,0,2,0,0
1,2,144808,5,0,0,1,0,0,0,2,0,0
3,2,155890,0,1,3,0,1,3,0,2,0,1
4,1,108496,1,1,10,0,1,0,0,2,0,0
1,2,101562,5,2,4,0,0,0,0,1,0,0
1,2,116372,0,0,5,0,0,0,0,3,0,1
0,2,58037,12,0,4,0,1,0,0,2,0,0
2,2,339025,1,1,2,2,1,0,1,2,36,0
1,2,117659,2,1,6,0,1,0,0,2,0,1
0,2,372898,1,1,5,0,0,0,0,2,0,0
0,2,199426,0,0,4,0,0,0,0,1,0,0
0,2,36023,1,3,6,0,1,0,0,3,0,0
2,2,57600,5,1,0,0,0,0,0,2,0,0
3,2,369522,5,2,1,0,0,0,0,3,0,0
1,2,28572,2,0,10,0,1,0,0,2,0,0
1,2,215323,0,1,4,0,1,0,0,2,0,0
2,2,81846,3,1,3,2,1,0,0,2,26,0
4,2,535762,5,1,0,0,1,0,2,0,0,0
4,2,239405,1,2,4,1,0,0,0,1,2,0
2,4,43998,0,2,3,0,0,0,0,3,0,0
1,2,408417,5,0,5,1,1,0,0,2,0,0
3,1,43705,0,2,1,0,1,0,0,3,0,0
2,2,176841,1,0,4,0,0,0,0,2,22,0
0,2,120676,2,0,5,0,0,0,0,0,0,0
2,4,207685,3,0,3,0,1,3,0,1,0,1
1,2,157708,5,0,0,0,0,0,0,2,0,0
1,2,126349,5,0,5,0,1,0,0,3,0,0
2,2,277647,5,1,0,0,1,0,0,1,0,1
2,2,174426,3,1,3,0,1,0,0,2,0,0
2,1,37869,0,1,3,0,1,0,3,2,0,1
1,2,150025,5,0,7,0,1,0,0,2,30,0
3,1,155496,5,0,4,0,0,1,0,2,0,0
2,2,174748,0,2,1,1,0,2,0,2,0,1
2,5,140915,0,1,9,4,1,0,0,2,23,1
0,2,187161,5,0,5,0,0,0,0,0,0,0
0,2,181820,5,0,7,0,1,0,0,2,0,0
0,2,438321,1,0,8,0,1,0,0,3,0,0
3,2,342121,1,0,1,0,1,0,0,3,0,0
2,2,135162,14,1,10,0,1,0,0,2,0,0
0,2,289448,6,0,0,2,0,0,4,1,11,0
2,1,157237,9,1,3,0,1,4,0,3,0,1
1,2,184542,5,0,0,0,0,0,0,2,0,0
4,2,70234,1,6,5,0,0,0,0,1,0,0
1,2,170412,5,2,10,0,1,0,0,2,0,0
1,2,171184,5,2,1,0,0,0,0,2,21,0
4,2,168145,1,2,10,0,0,0,0,2,0,0
0,2,172594,0,0,0,0,0,0,0,2,0,0
0,2,133582,11,0,7,0,1,1,0,2,4,0
3,2,214840,5,1,10,0,1,0,0,3,0,1
1,2,97723,1,1,10,0,1,0,2,2,0,0
3,1,318351,6,1,3,0,0,0,0,1,8,1
0,2,69911,5,0,5,0,0,0,0,0,0,0
4,2,200316,1,1,10,0,1,0,0,2,0,0
1,4,265426,0,0,3,0,0,0,0,1,0,0
2,2,66687,5,4,10,0,1,0,0,2,0,0
1,2,107417,5,0,3,0,1,0,0,2,0,0
4,2,144012,0,1,1,0,1,0,0,2,0,1
1,1,228493,15,1,1,0,1,2,0,4,4,0
2,0,114714,8,1,1,2,1,0,0,2,18,1
0,2,188758,2,0,4,0,1,0,0,0,0,0
1,2,176862,0,0,3,0,1,0,0,2,0,0
1,4,107793,1,1,10,0,1,0,0,3,0,1
3,1,333052,0,2,1,0,0,0,0,0,0,0
3,2,175958,0,1,1,0,1,0,0,3,0,1
0,2,125012,0,3,0,1,0,0,0,0,0,0
1,2,135296,5,0,9,0,0,0,0,2,0,0
1,4,31171,5,0,10,0,1,0,1,2,0,0
1,2,103860,12,0,10,0,1,0,0,2,0,0
2,2,90582,1,1,2,0,1,0,0,2,0,0
3,2,216292,1,1,5,0,1,0,0,2,0,0
3,4,188588,11,0,8,0,1,0,3,1,0,0
3,5,193720,0,1,1,0,1,0,2,3,0,0
1,2,218542,4,1,1,0,0,0,0,2,0,0
2,2,138845,1,1,8,0,1,0,0,2,0,0
3,0,86837,5,3,0,2,1,0,0,3,11,0
0,0,125010,0,0,3,0,0,0,0,0,0,0
2,2,50149,5,0,4,0,0,0,0,1,0,0
3,2,241350,5,0,1,0,1,3,0,3,0,1
4,2,39895,7,6,1,0,0,0,0,0,0,0
2,1,258289,1,0,10,0,1,0,0,1,0,0
1,1,183151,1,1,10,0,1,0,0,2,0,1
3,2,192236,5,1,2,0,1,1,0,3,0,0
2,2,105381,5,2,8,0,0,0,0,2,0,0
2,2,235786,1,4,10,0,1,0,0,2,0,0
2,2,118947,3,1,5,0,1,0,0,2,0,1
1,2,168817,1,0,8,0,1,0,0,2,0,0
1,2,24361,0,0,3,0,0,0,0,2,0,0
0,2,321223,5,2,4,0,0,0,0,0,0,0
4,2,146810,1,1,6,0,1,0,0,1,0,0
1,4,94041,0,0,9,0,1,1,0,1,0,0
2,1,814850,4,2,4,3,0,0,0,0,0,0
2,2,331649,0,1,6,0,1,0,0,2,0,0
2,2,209894,5,2,4,0,0,0,0,2,0,0
2,2,229954,6,6,0,0,0,0,0,2,0,0
3,2,287547,5,2,3,0,0,0,0,2,0,0
2,2,184018,3,1,5,0,1,0,0,2,0,1
0,2,332409,9,1,10,0,1,0,0,2,0,1
1,4,113364,1,1,4,0,1,0,0,2,0,0
1,0,134813,0,0,3,0,1,0,0,4,0,1
0,2,273049,0,0,1,0,1,0,0,2,0,0
1,2,334277,0,0,5,0,1,0,0,2,0,0
3,0,196395,1,1,3,1,1,0,0,3,0,1
3,2,138069,5,1,10,0,1,0,0,2,0,0
2,2,358259,5,0,10,0,1,0,0,3,0,0
2,2,362067,9,4,0,1,0,0,0,2,0,0
3,2,209947,2,1,6,0,1,0,0,2,0,0
0,2,122244,5,0,9,0,0,0,0,2,0,0
2,2,116546,1,1,4,0,1,0,0,2,0,0
2,2,213934,1,1,10,0,1,1,0,2,0,0
1,4,24988,9,0,9,0,0,0,1,4,0,1
3,2,157229,6,1,5,2,0,0,0,2,3,0
1,2,162442,5,0,10,0,0,0,0,2,0,0
4,3,231604,1,0,0,0,1,0,0,2,0,1
0,2,187031,3,0,5,1,0,0,0,2,0,0
1,2,172714,9,1,10,0,1,0,0,2,0,0
1,1,198286,0,0,3,0,0,0,0,2,0,0
3,1,220001,0,2,5,0,0,0,0,2,0,0
2,2,262656,1,0,4,1,1,0,0,1,0,0
1,2,203776,2,1,8,0,1,0,0,2,0,0
2,2,193815,5,1,10,0,1,0,0,3,0,1
4,4,173242,0,2,3,0,0,0,0,1,0,0
2,2,108126,1,2,4,0,0,0,2,1,0,0
4,2,199021,1,3,10,0,1,0,0,3,0,0
3,2,92968,6,4,1,0,0,0,0,2,0,0
2,2,173682,1,2,6,0,1,0,0,2,0,0
2,4,277533,5,1,11,0,1,0,0,2,0,1
0,2,90896,5,0,5,0,0,0,0,2,0,0
4,5,212600,0,1,1,0,1,0,3,2,0,1
3,2,261671,1,1,8,2,1,0,0,2,36,0
4,2,86321,1,6,6,0,1,0,0,1,0,0
2,1,119992,1,1,7,0,1,0,0,4,0,0
1,2,427812,4,1,2,0,1,0,0,2,5,0
1,2,55849,1,1,1,0,1,2,0,3,0,1
0,2,271354,1,1,6,0,1,0,3,3,0,1
2,2,131239,1,0,10,0,1,0,0,2,0,0
3,0,139157,3,2,3,0,1,0,0,3,0,1
2,0,305541,1,0,4,0,0,0,0,3,0,0
3,2,151159,9,1,4,0,1,0,0,3,0,0
0,2,84726,6,1,7,0,0,0,0,2,9,0
2,4,364782,5,1,11,0,1,0,0,2,0,1
2,2,137304,0,1,9,1,0,0,0,2,0,1
0,2,197613,0,0,0,0,0,0,0,2,0,0
2,5,171615,10,1,3,0,1,0,0,3,0,1
4,1,105824,2,1,7,0,1,0,0,4,0,0
3,4,250745,1,2,4,0,0,0,0,1,0,0
1,2,352451,7,4,8,1,0,0,0,2,0,0
0,2,123947,2,0,2,0,1,0,0,0,0,0
2,2,178983,3,4,5,0,0,2,0,3,0,0
3,2,101299,0,1,1,0,1,0,0,3,0,1
3,5,124993,12,1,1,0,1,0,0,3,0,0
1,2,178478,5,0,5,0,0,0,0,2,0,0
3,2,67001,8,1,3,0,1,0,0,2,0,1
0,2,97295,5,0,0,0,0,0,0,1,0,0
3,4,169515,0,2,11,1,0,0,0,2,0,1
3,2,121253,1,2,1,0,0,0,1,2,0,1
3,3,35546,1,1,9,0,1,0,0,2,0,0
1,2,111635,1,1,4,0,1,0,0,2,0,0
3,2,207419,1,2,10,0,1,0,0,3,0,0
1,2,143083,3,1,1,0,0,0,0,2,0,1
2,1,248094,1,1,7,0,1,0,0,3,0,0
2,2,170685,5,2,5,0,1,0,0,3,0,0
3,2,116143,0,1,7,0,1,0,0,2,0,0
0,2,223426,9,0,5,0,1,0,0,4,8,1
0,2,370548,1,1,2,0,1,0,0,1,0,0
2,2,245525,0,1,2,0,1,0,0,2,0,0
2,2,408229,5,0,0,0,1,0,0,0,0,0
1,4,181434,0,1,3,0,1,2,0,2,0,1
1,2,213225,0,1,3,0,0,2,0,2,7,1
0,2,199915,0,0,5,0,0,0,0,1,0,0
2,4,143104,5,1,1,0,0,0,0,2,0,1
1,2,874728,1,0,0,1,1,0,0,2,0,0
2,2,27661,5,0,10,0,1,0,0,2,0,0
2,4,216116,1,2,11,1,0,0,0,2,0,1
2,2,193882,5,1,6,0,1,0,0,3,0,0
3,1,98180,5,1,5,0,1,4,0,2,0,1
4,1,92353,2,1,7,0,1,0,0,2,0,0
4,1,184762,1,1,7,0,1,1,0,3,0,0
1,2,128777,5,0,5,1,0,0,0,2,0,0
4,2,108098,1,2,0,0,0,0,0,1,0,0
3,2,233511,1,2,1,0,1,0,0,2,0,0
2,2,223792,1,1,8,0,1,0,0,2,0,1
4,2,43904,1,2,4,1,1,0,0,2,0,0
2,2,239864,1,0,0,0,1,0,0,2,0,0
3,2,159075,1,2,5,0,1,0,0,2,0,0
2,1,103474,0,0,4,0,0,0,0,0,0,0
0,2,90896,1,0,8,0,0,0,0,2,0,0
3,2,145290,9,1,5,0,1,0,0,2,0,1
0,2,155818,0,0,0,0,0,0,0,2,0,0
1,1,35864,5,1,1,4,1,0,0,4,10,1
0,2,394954,5,0,0,0,0,0,0,2,0,0
3,0,34637,4,1,3,0,1,0,3,2,0,0
1,2,38223,9,1,10,0,1,0,0,2,0,0
1,2,352105,0,0,3,1,0,0,0,2,0,0
3,2,291096,15,2,8,0,1,0,0,2,0,0
4,1,144391,0,1,7,0,1,0,0,0,0,0
4,2,44013,1,1,10,0,1,0,0,2,0,0
1,2,134890,1,0,6,0,1,0,0,2,0,0
2,1,497525,12,4,10,1,1,0,0,2,0,0
1,2,195520,5,0,6,0,1,0,0,0,0,0
2,1,35166,5,1,7,0,1,0,0,4,0,0
1,2,180514,0,0,10,1,1,0,0,2,0,0
1,2,262153,2,3,10,0,1,0,0,2,0,0
2,4,91039,3,1,1,0,1,0,0,2,0,0
1,2,125791,0,0,3,0,0,0,0,0,0,0
1,2,337505,10,1,3,2,1,0,0,2,28,0
4,2,258775,1,1,11,0,1,2,0,2,0,1
1,2,153152,12,1,4,0,1,0,3,2,0,0
0,1,434102,2,0,3,0,0,0,0,0,0,0
2,2,342768,5,1,6,0,1,0,0,2,0,1
1,2,160786,5,1,8,0,1,0,0,3,0,0
3,2,279440,1,1,1,0,1,2,0,2,0,1
1,1,67240,1,0,2,0,1,0,0,1,0,0
1,2,196963,6,0,9,0,0,0,0,0,0,0
4,2,115239,1,1,0,0,1,0,0,1,0,0
1,2,133937,1,0,2,0,1,0,0,1,0,0
1,2,31714,5,2,0,0,0,2,0,2,0,0
1,2,347623,1,1,2,0,1,0,0,2,0,0
4,2,174848,14,1,10,0,1,0,0,2,0,0
4,1,106873,2,6,5,0,1,0,0,2,0,0
2,2,49687,0,2,10,0,1,0,3,2,0,0
2,2,256294,1,1,4,1,1,0,0,2,0,0
4,0,33155,1,1,1,0,1,0,0,2,0,1
3,2,131939,1,2,10,0,1,0,0,2,0,0
3,4,95256,0,1,11,0,1,0,0,2,0,1
1,2,198901,12,1,10,0,1,0,0,2,0,0
0,2,177287,1,0,1,0,0,0,0,2,0,0
2,2,144925,5,2,8,0,1,1,0,2,0,0
2,2,188243,0,2,1,0,0,0,0,3,0,1
1,1,198068,1,1,10,0,1,0,0,2,0,0
2,2,116960,1,1,11,0,1,0,0,2,0,1
0,2,172496,5,0,2,0,1,0,0,2,12,0
1,2,251990,1,4,0,4,1,0,0,2,0,0
3,3,28683,1,1,0,0,1,2,0,2,0,1
2,2,109133,0,1,5,0,1,0,0,3,0,1
2,2,24504,1,2,0,0,0,0,0,2,0,0
2,2,201495,6,1,1,0,1,0,3,3,0,1
3,2,187634,0,2,5,0,0,0,0,3,0,1
2,2,77391,1,1,6,0,1,0,0,2,0,0
3,1,36601,1,1,10,0,1,0,0,2,8,1
1,1,197193,1,0,4,0,1,0,0,1,0,0
4,1,184762,5,1,9,0,1,0,0,1,34,0
2,2,200671,1,2,8,1,1,0,0,2,0,0
3,2,186539,5,1,4,0,1,0,0,0,0,0
2,2,199816,1,1,6,0,1,0,0,3,0,1
2,2,171351,1,1,2,0,1,0,0,2,0,0
1,2,119793,7,1,10,0,1,0,0,2,20,1
2,4,38876,1,1,1,0,1,0,0,3,0,0
1,2,145242,0,1,3,0,0,2,0,0,0,1
1,0,217251,9,2,1,0,0,0,0,2,0,0
1,2,195253,5,1,1,0,1,0,0,3,0,0
3,0,145072,3,2,3,0,0,0,0,2,0,0
0,2,108085,14,0,4,0,0,0,0,1,0,0
0,2,72055,1,0,0,0,0,0,0,2,0,0
4,2,82628,7,1,4,0,1,0,0,2,0,0
2,1,49156,8,0,3,0,1,0,0,1,0,0
3,2,187666,1,2,1,0,0,0,0,3,0,0
3,1,225456,0,1,5,0,1,0,0,3,0,1
4,3,286253,1,3,2,0,1,0,0,2,0,0
4,2,190384,1,0,0,1,0,0,0,2,0,0
3,3,362835,6,1,3,0,1,0,0,2,9,1
3,2,243322,1,3,6,0,1,0,0,2,0,0
2,2,49105,9,4,0,0,0,1,0,2,0,0
0,2,72520,5,0,4,0,1,0,0,1,0,0
2,2,200352,0,1,1,0,1,0,0,3,0,0
4,2,146660,1,2,2,0,1,0,0,0,0,0
1,1,247328,9,4,5,0,1,0,0,2,4,0
2,2,304605,1,1,10,0,1,0,0,2,8,1
1,2,309778,0,0,10,0,1,0,0,2,0,0
2,2,248476,0,1,2,0,1,0,0,3,0,0
1,2,129624,0,1,5,0,1,0,0,2,14,0
1,2,97723,1,1,10,0,1,0,0,1,0,1
0,2,143404,1,0,8,0,1,0,0,1,0,0
4,2,127264,5,1,10,0,1,0,0,1,0,0
1,2,179191,1,1,10,0,1,0,0,1,0,0
0,2,230824,0,0,10,0,1,0,0,1,0,0
1,2,410615,6,1,1,0,1,0,0,3,0,1
2,2,224998,0,1,1,1,1,0,3,2,0,1
4,1,54553,1,1,10,0,1,0,0,0,0,0
2,4,225165,5,1,11,0,1,0,0,2,0,0
4,5,75257,1,1,10,0,0,0,0,2,0,0
2,2,33155,1,1,10,0,1,0,0,4,0,0
1,4,450141,5,2,11,0,1,0,1,2,0,0
1,2,441949,5,1,9,0,1,0,0,2,4,1
0,2,131341,1,0,7,0,1,0,0,2,1,0
0,2,227548,14,1,4,1,1,1,0,2,0,0
2,5,38876,6,1,7,0,1,0,3,3,0,1
1,2,143756,5,0,4,0,1,0,0,2,0,0
2,4,308275,0,1,1,1,1,3,0,4,0,1
1,2,173586,1,1,10,0,1,0,0,2,0,1
0,2,196074,4,0,4,0,1,0,0,2,0,0
2,3,178877,1,1,9,0,1,0,0,2,0,1
0,2,285580,0,0,1,0,1,0,0,2,0,0
4,1,219220,0,1,10,0,1,1,0,2,9,0
1,3,228696,5,2,0,0,1,0,0,2,4,0
2,2,185405,12,1,10,0,1,0,0,2,0,0
2,5,240124,5,1,7,0,1,0,0,3,0,0
1,2,329172,5,2,0,0,0,0,0,2,0,0
1,2,147280,2,0,4,4,1,0,0,2,0,0
1,2,197252,0,1,1,0,1,0,0,2,0,1
2,0,118544,3,1,1,0,1,0,0,3,0,1
4,2,183169,1,0,0,0,0,0,0,1,0,0
1,2,205810,1,1,2,1,0,0,2,2,0,0
0,2,132556,1,0,2,0,1,0,0,2,0,0
1,2,438429,1,0,0,0,0,0,0,2,0,0
1,2,104293,6,0,9,0,0,0,0,2,0,0
2,2,506830,0,0,0,1,0,0,0,2,0,0
2,2,56072,6,1,5,0,1,0,0,2,0,1
3,4,164300,1,4,0,0,0,0,0,2,5,0
1,2,274577,1,2,0,1,0,0,0,2,0,0
4,1,36568,4,1,6,0,1,0,0,4,0,0
2,2,223548,1,0,10,0,1,0,0,2,4,0
1,4,478277,0,1,3,1,1,0,0,2,0,0
3,2,254672,5,0,8,0,0,1,0,2,0,0
0,2,171538,1,2,4,0,0,0,0,1,0,0
0,2,87135,2,0,4,0,1,0,0,0,0,0
3,1,138626,1,1,1,0,1,0,0,2,0,1
2,2,179069,0,0,3,0,1,0,0,1,0,0
0,2,88824,0,0,9,0,1,0,0,2,0,0
1,1,159623,5,0,3,0,1,0,0,1,0,0
3,1,276369,1,1,7,0,1,0,0,4,0,0
0,2,96862,5,0,3,0,0,0,0,4,0,0
0,2,245486,1,0,4,0,0,0,0,0,0,0
4,4,209899,5,1,11,0,1,0,0,1,0,0
2,2,306122,0,0,4,1,0,0,0,2,0,1
1,2,240763,2,2,6,1,1,0,0,2,0,0
1,2,323069,1,0,0,0,0,0,0,1,0,0
1,2,179579,1,1,0,0,1,0,0,2,0,0
0,2,291181,1,0,5,0,0,0,0,1,4,0
1,2,356823,0,0,9,0,0,4,0,2,0,1
2,2,312271,5,1,5,0,1,0,0,3,0,0
1,2,182714,0,0,1,0,0,0,0,2,0,0
0,2,184569,1,0,2,0,1,0,0,2,0,0
3,2,129762,1,2,4,0,0,0,0,2,32,0
0,2,216867,1,0,6,0,1,0,0,2,0,0
2,1,155489,5,1,5,0,1,0,0,4,0,0
2,2,256179,5,1,8,1,0,0,0,3,0,1
4,2,51063,12,2,4,1,1,0,0,4,0,0
2,0,164898,0,1,3,0,1,0,0,2,0,1
1,2,202206,1,1,8,0,1,0,0,3,5,0
3,2,115358,7,1,13,1,0,0,0,0,0,0
2,4,343068,3,2,3,0,0,0,0,4,0,0
2,2,152908,1,0,0,0,0,0,0,2,0,0
4,4,217802,3,1,3,1,1,3,0,2,0,1
4,1,380498,0,6,3,0,0,0,0,1,0,0
1,4,257124,3,0,3,0,1,0,0,3,0,0
3,4,313635,10,4,3,1,1,2,0,2,0,0
1,2,168906,5,2,4,0,0,0,0,3,0,0
1,4,99146,0,1,11,0,1,0,0,3,0,0
0,2,190325,2,0,3,0,1,0,0,2,0,0
1,2,272715,12,2,4,0,0,0,0,1,0,0
1,2,118598,1,0,8,1,0,0,0,2,0,0
4,2,97213,1,1,7,0,1,0,0,2,0,1
1,2,39388,1,1,7,0,1,0,0,2,0,0
0,2,190916,2,2,5,0,0,0,0,1,0,0
1,2,61308,1,1,1,0,1,0,0,2,0,0
1,2,27856,1,1,0,0,0,0,0,2,0,0
3,0,151580,5,1,3,0,1,0,3,2,0,1
2,2,248011,2,2,6,0,1,0,0,3,0,0
2,2,188615,1,1,5,0,1,0,0,3,0,1
1,2,62932,1,0,7,0,1,0,0,3,0,0
1,2,32510,1,1,0,0,0,0,0,0,0,0
4,3,250873,1,1,6,0,1,0,0,2,0,0
2,2,257942,1,0,0,0,1,0,0,3,0,0
2,2,334141,7,2,4,1,0,0,0,2,0,0
1,2,87535,8,0,1,0,0,0,0,2,0,0
3,2,222011,5,2,1,0,1,0,0,3,0,0
2,2,33895,1,2,4,0,0,0,0,2,0,0
0,2,168997,5,0,1,0,1,0,0,2,0,0
3,4,163576,3,0,3,0,0,0,0,3,0,1
4,2,98035,7,1,4,0,1,0,0,0,0,0
0,2,245361,1,0,7,0,1,0,0,2,0,0
4,1,124256,5,1,1,0,1,0,3,1,0,0
4,1,197060,1,1,10,0,1,0,0,1,0,0
0,2,332125,1,0,8,0,1,1,0,1,0,0
0,2,348867,1,0,5,1,0,0,0,0,0,0
1,5,118584,5,2,1,0,0,0,0,2,0,0
2,1,110622,0,2,5,2,0,0,0,0,27,0
0,2,43535,0,0,4,0,0,0,0,1,0,0
4,2,84784,1,2,8,0,1,0,2,2,0,0
0,2,266600,1,1,0,1,1,1,0,2,0,0
1,2,106935,0,1,5,0,1,0,0,3,0,1
4,2,265518,5,1,3,0,1,0,0,2,0,0
2,2,289653,9,6,8,0,1,0,0,2,0,0
2,2,56651,14,1,10,0,1,0,0,2,0,0
1,2,374833,15,3,7,0,1,0,0,2,4,0
2,2,210198,1,0,5,0,0,0,0,1,0,0
2,2,240448,1,0,2,0,0,0,0,0,0,0
0,2,206869,5,0,5,0,0,0,0,1,0,0
4,5,149689,10,1,3,0,1,4,0,3,0,1
4,2,75594,5,1,10,0,1,1,0,2,0,0
2,2,110331,10,1,4,0,0,0,0,3,0,1
3,2,353787,5,1,0,0,1,0,0,2,0,1
3,2,142909,1,1,9,0,1,0,0,2,0,0
2,2,54102,5,2,5,0,0,0,0,0,0,0
1,2,415500,1,1,10,1,1,0,0,2,0,0
2,2,79586,0,1,3,2,1,0,0,3,26,1
3,2,142757,5,1,3,1,1,0,0,3,0,1
2,2,91716,1,2,5,0,1,0,0,4,0,0
0,2,376393,1,1,0,0,0,0,0,1,0,0
4,2,129762,5,0,0,0,0,0,0,2,32,0
1,2,293017,5,0,9,1,0,0,0,2,0,0
2,1,54583,0,2,3,0,0,0,0,1,0,0
0,2,54472,1,0,4,0,0,0,0,2,0,0
2,2,109217,2,1,10,0,1,0,0,2,4,0
1,2,189265,0,0,0,0,0,0,0,2,0,0
1,2,221680,0,0,8,0,1,0,0,2,0,0
3,2,200947,1,1,2,0,1,0,0,1,25,0
0,2,402136,5,0,1,0,0,0,0,0,0,0
3,1,136258,5,2,4,0,1,0,0,1,0,0
3,2,35459,5,1,10,0,1,0,0,3,0,1
1,2,157640,0,1,5,0,1,3,0,3,0,1
2,2,181384,6,0,0,0,1,0,0,0,0,0
3,2,81253,1,1,4,2,0,0,0,1,0,0
0,2,152668,5,0,4,0,1,0,0,1,0,0
2,2,106964,3,1,5,0,1,0,3,3,0,1
0,2,218068,5,0,6,0,1,0,0,1,0,0
1,2,162572,1,0,6,0,1,0,0,3,0,0
4,1,160009,6,1,1,0,1,0,0,1,0,1
0,2,164488,5,2,10,0,1,0,0,2,0,0
1,2,119033,1,0,2,0,1,0,0,3,0,0
1,2,311446,5,0,0,0,0,0,0,3,9,0
1,2,128065,2,1,7,0,1,0,0,3,0,1
3,2,101016,3,2,3,0,0,0,0,2,0,0
4,2,33493,1,6,5,0,0,0,0,0,0,0
1,2,284826,1,1,3,0,1,0,0,3,0,0
3,1,169112,0,1,1,0,1,0,0,2,39,1
2,3,362006,1,1,0,0,0,0,0,2,0,1
0,2,124906,5,0,0,0,0,0,2,1,0,0
3,2,229247,14,1,6,0,1,2,0,2,0,0
4,5,170993,10,2,3,0,1,4,0,2,0,1
2,2,157641,0,2,0,0,0,0,0,2,0,0
0,2,224632,0,0,0,1,0,0,0,2,0,0
1,2,159732,0,0,0,0,1,0,4,2,0,0
4,1,221801,5,1,4,0,1,0,0,2,0,0
4,2,347074,5,0,0,0,0,0,3,0,0,0
1,2,143059,1,1,6,0,0,0,3,1,0,1
0,2,37072,1,1,10,0,1,0,0,2,0,0
3,2,137815,4,2,6,0,1,0,0,2,0,0
2,3,594194,1,1,10,1,1,0,0,2,0,1
2,2,284716,1,4,4,0,0,0,0,0,0,0
2,2,202662,5,0,5,0,1,0,0,2,0,0
4,4,191754,3,1,3,0,1,0,0,3,0,1
1,2,175985,5,2,1,0,0,0,0,3,0,0
2,2,51198,5,1,10,0,1,0,0,2,0,0
1,5,384276,5,1,1,0,1,0,0,3,0,1
3,1,368355,0,1,5,0,1,0,0,3,0,1
0,2,221661,12,0,5,0,0,0,0,1,4,0
3,2,108435,0,1,4,0,1,0,0,2,0,1
2,2,209547,5,1,5,0,1,2,0,2,0,1
1,2,197565,1,1,4,0,0,0,3,1,0,1
4,2,180418,14,0,10,0,1,0,0,2,0,0
1,1,45880,0,1,5,0,1,0,0,2,0,0
3,4,203953,1,1,6,0,1,0,0,2,5,1
4,1,178748,15,1,10,0,1,0,0,2,4,0
1,2,203171,9,0,9,0,1,0,0,3,0,0
4,2,132057,0,1,3,1,1,3,0,3,0,1
1,4,40142,1,1,11,0,1,0,0,3,0,0
2,2,224541,7,1,2,0,1,0,0,2,22,0
4,1,221252,3,2,5,4,1,0,0,2,0,0
1,2,133766,2,1,6,0,1,0,0,1,0,0
2,2,244945,5,1,1,0,1,0,0,4,0,1
1,2,171393,1,1,6,0,1,0,0,3,0,0
4,1,326903,15,1,4,0,1,0,0,1,0,0
1,2,91257,1,1,4,0,1,0,0,2,22,0
2,2,118001,2,0,8,1,1,0,0,2,0,0
1,2,168906,5,0,0,0,0,0,0,2,0,0
1,2,267912,12,0,2,0,1,0,0,2,4,0
3,2,327406,5,2,5,0,1,0,0,4,0,1
0,2,141876,0,0,3,0,1,0,0,2,0,0
1,2,185177,1,0,8,0,1,0,0,2,0,0
1,2,191807,9,1,9,0,1,0,0,2,0,0
2,2,114942,5,1,6,0,1,0,0,2,0,1
1,5,204470,5,1,5,0,1,0,0,4,0,1
3,2,195844,8,0,1,0,1,4,0,3,0,1
2,2,184659,1,1,8,0,1,0,0,2,0,0
2,2,224466,5,2,10,1,1,0,0,1,0,0
3,4,149551,1,1,11,0,1,2,0,3,0,0
3,2,113522,1,1,11,0,1,0,0,2,0,0
4,2,116993,10,6,3,0,1,0,0,3,0,1
2,2,277434,5,2,0,0,1,0,0,3,0,0
2,2,167948,8,1,3,2,1,0,0,2,27,1
4,5,273239,0,1,5,0,1,0,0,3,0,1
4,2,322789,12,1,11,0,1,0,1,2,0,0
0,4,240517,5,0,0,0,0,0,0,0,0,0
3,4,230112,3,1,3,0,1,0,0,2,0,1
0,4,211385,2,0,4,1,1,0,0,1,0,0
1,2,109282,7,0,2,0,1,0,0,2,0,0
1,2,367904,12,2,8,0,0,0,0,2,4,0
2,2,34278,5,1,5,0,1,0,0,1,0,0
4,2,221281,1,2,0,0,0,0,0,0,0,0
2,2,179671,12,1,10,0,1,0,0,2,0,0
1,2,152951,1,0,8,0,1,0,0,2,0,0
1,2,315203,7,0,4,0,0,0,0,1,21,0
